file_name,bbox,x1,y1,x2,y2,width,height,bbox_area,mask_area
img0891.jpg,4,571,314,617,351,46,37,1702,1143
img0891.jpg,5,656,313,686,352,30,39,1170,946
img0902.jpg,0,68,299,114,333,46,34,1564,1259
img0902.jpg,1,186,303,236,336,50,33,1650,1217
img0902.jpg,2,271,314,294,336,23,22,506,377
img0902.jpg,3,413,311,448,344,35,33,1155,875
img0902.jpg,4,503,313,540,346,37,33,1221,1005
img0902.jpg,5,552,321,594,347,42,26,1092,934
img0902.jpg,6,635,309,703,351,68,42,2856,2505
img0912.jpg,0,4,304,18,325,14,21,294,205
img0912.jpg,1,142,300,173,332,31,32,992,731
img0912.jpg,2,233,305,263,336,30,31,930,703
img0912.jpg,3,280,309,326,337,46,28,1288,954
img0912.jpg,4,365,308,436,344,71,36,2556,2057
img0912.jpg,5,681,310,755,351,74,41,3034,2215
img0923.jpg,0,0,298,49,332,49,34,1666,1411
img0923.jpg,1,306,308,379,337,73,29,2117,1691
img0923.jpg,2,453,312,496,348,43,36,1548,1320
img0923.jpg,3,596,316,655,348,59,32,1888,1215
img0923.jpg,4,722,309,773,351,51,42,2142,1611
img0934.jpg,0,74,302,111,331,37,29,1073,846
img0934.jpg,1,213,303,251,336,38,33,1254,914
img0934.jpg,2,348,309,396,340,48,31,1488,1208
img0934.jpg,3,529,313,569,347,40,34,1360,956
img0934.jpg,4,642,311,688,351,46,40,1840,1510
img0934.jpg,5,766,311,800,351,34,40,1360,1243
img0944.jpg,0,79,300,123,332,44,32,1408,1153
img0944.jpg,1,268,312,300,336,32,24,768,580
img0944.jpg,2,382,310,426,343,44,33,1452,1141
img0944.jpg,3,501,312,565,348,64,36,2304,1992
img0944.jpg,4,740,309,800,351,60,42,2520,1434
img0954.jpg,0,8,304,37,331,29,27,783,540
img0954.jpg,1,111,300,153,333,42,33,1386,1062
img0954.jpg,2,233,309,297,337,64,28,1792,1469
img0954.jpg,3,480,312,535,350,55,38,2090,1624
img0954.jpg,4,554,321,597,347,43,26,1118,928
img0954.jpg,5,705,309,745,351,40,42,1680,1221
img0964.jpg,0,0,302,34,332,34,30,1020,969
img0964.jpg,1,218,304,262,336,44,32,1408,1058
img0964.jpg,2,295,308,336,337,41,29,1189,927
img0964.jpg,3,451,312,489,348,38,36,1368,1101
img0964.jpg,4,616,309,735,351,119,42,4998,3925
img0964.jpg,5,768,313,800,348,32,35,1120,907
img0974.jpg,0,39,302,73,333,34,31,1054,846
img0974.jpg,1,190,310,223,335,33,25,825,587
img0974.jpg,2,357,309,480,345,123,36,4428,3475
img0974.jpg,3,487,312,547,346,60,34,2040,1488
img0974.jpg,4,669,313,695,351,26,38,988,739
img0984.jpg,0,104,301,268,339,164,38,6232,4253
img0984.jpg,1,411,318,436,344,25,26,650,487
img0984.jpg,2,625,313,687,351,62,38,2356,1562
img0984.jpg,3,769,313,800,351,31,38,1178,1020
img0994.jpg,0,294,314,327,338,33,24,792,559
img0994.jpg,1,442,313,530,351,88,38,3344,2730
img0994.jpg,2,683,311,750,352,67,41,2747,2307
img1004.jpg,0,58,306,109,335,51,29,1479,840
img1004.jpg,1,200,305,284,339,84,34,2856,2008
img1004.jpg,2,446,313,514,351,68,38,2584,2238
img1004.jpg,3,651,313,703,354,52,41,2132,1848
img1014.jpg,0,129,303,194,338,65,35,2275,1827
img1014.jpg,1,339,311,393,344,54,33,1782,1397
img1014.jpg,2,502,316,607,351,105,35,3675,2723
img1014.jpg,3,753,313,800,355,47,42,1974,1583
img1025.jpg,0,27,305,69,336,42,31,1302,1138
img1025.jpg,1,183,312,218,339,35,27,945,732
img1025.jpg,2,225,305,289,340,64,35,2240,1604
img1025.jpg,3,443,313,511,352,68,39,2652,2235
img1025.jpg,4,609,319,640,351,31,32,992,780
img1025.jpg,5,708,313,788,355,80,42,3360,2862
img1035.jpg,0,0,301,65,336,65,35,2275,1655
img1035.jpg,1,221,305,286,340,65,35,2275,1662
img1035.jpg,2,388,313,424,346,36,33,1188,884
img1035.jpg,3,490,313,575,351,85,38,3230,2539
img1035.jpg,4,738,313,771,351,33,38,1254,1073
img1046.jpg,0,75,307,105,335,30,28,840,666
img1046.jpg,1,175,304,256,341,81,37,2997,2351
img1046.jpg,2,429,313,465,348,36,35,1260,1018
img1046.jpg,3,518,315,575,351,57,36,2052,1489
img1046.jpg,4,637,309,782,356,145,47,6815,5181
img1056.jpg,0,133,304,168,336,35,32,1120,867
img1056.jpg,1,224,307,277,340,53,33,1749,1351
img1056.jpg,2,345,310,496,349,151,39,5889,4543
img1056.jpg,3,670,311,736,354,66,43,2838,2439
img1066.jpg,0,15,302,55,336,40,34,1360,1151
img1066.jpg,1,122,301,220,341,98,40,3920,3009
img1066.jpg,2,229,309,267,339,38,30,1140,807
img1066.jpg,3,452,312,523,352,71,40,2840,2371
img1066.jpg,4,624,313,667,353,43,40,1720,1412
img1066.jpg,5,721,313,767,351,46,38,1748,1598
img1076.jpg,0,18,305,49,335,31,30,930,676
img1076.jpg,1,232,309,300,341,68,32,2176,1711
img1076.jpg,2,402,313,450,347,48,34,1632,1336
img1076.jpg,3,503,313,557,350,54,37,1998,1568
img1076.jpg,4,651,311,712,354,61,43,2623,2126
img1076.jpg,5,758,313,800,351,42,38,1596,1189
img1087.jpg,0,91,302,134,336,43,34,1462,1196
img1087.jpg,1,190,305,240,339,50,34,1700,1295
img1087.jpg,2,342,311,403,344,61,33,2013,1708
img1087.jpg,3,454,313,495,351,41,38,1558,1258
img1087.jpg,4,577,313,674,352,97,39,3783,3042
img1087.jpg,5,692,313,755,351,63,38,2394,1993
img1097.jpg,0,0,303,22,335,22,32,704,551
img1097.jpg,1,118,302,177,337,59,35,2065,1753
img1097.jpg,2,234,311,271,339,37,28,1036,767
img1097.jpg,3,359,311,459,349,100,38,3800,3225
img1097.jpg,4,474,312,544,351,70,39,2730,2140
img1097.jpg,5,688,313,719,351,31,38,1178,870
img1097.jpg,6,785,313,800,351,15,38,570,550
img1107.jpg,0,21,306,48,335,27,29,783,613
img1107.jpg,1,133,301,231,341,98,40,3920,3134
img1107.jpg,2,253,313,319,341,66,28,1848,1278
img1107.jpg,3,463,316,492,350,29,34,986,772
img1107.jpg,4,565,319,607,351,42,32,1344,1031
img1107.jpg,5,688,313,731,354,43,41,1763,1363
img1107.jpg,6,742,313,800,354,58,41,2378,2109
img1117.jpg,0,0,303,15,335,15,32,480,320
img1117.jpg,1,33,304,95,336,62,32,1984,1431
img1117.jpg,2,237,314,258,337,21,23,483,382
img1117.jpg,3,344,312,388,343,44,31,1364,1091
img1117.jpg,4,466,313,511,351,45,38,1710,1353
img1117.jpg,5,518,314,587,351,69,37,2553,1725
img1117.jpg,6,651,311,677,351,26,40,1040,824
img1117.jpg,7,730,313,784,354,54,41,2214,1716
img1127.jpg,0,44,304,80,336,36,32,1152,970
img1127.jpg,1,162,304,203,340,41,36,1476,1044
img1127.jpg,2,215,304,282,340,67,36,2412,1844
img1127.jpg,3,342,313,367,340,25,27,675,532
img1127.jpg,4,431,313,491,351,60,38,2280,1775
img1127.jpg,5,556,317,607,351,51,34,1734,1273
img1127.jpg,6,689,313,736,353,47,40,1880,1648
img1127.jpg,7,772,313,800,352,28,39,1092,913
img1137.jpg,0,0,302,47,336,47,34,1598,1463
img1137.jpg,1,99,306,124,334,25,28,700,497
img1137.jpg,2,192,306,243,339,51,33,1683,1367
img1137.jpg,3,320,310,372,342,52,32,1664,1405
img1137.jpg,4,456,313,505,351,49,38,1862,1600
img1137.jpg,5,541,318,589,351,48,33,1584,1183
img1137.jpg,6,687,313,751,351,64,38,2432,2235
img1147.jpg,0,80,302,129,336,49,34,1666,1419
img1147.jpg,1,214,305,260,339,46,34,1564,1159
img1147.jpg,2,303,309,349,341,46,32,1472,1141
img1147.jpg,3,447,313,515,351,68,38,2584,2209
img1147.jpg,4,596,309,672,353,76,44,3344,2514
img1147.jpg,5,750,313,800,351,50,38,1900,1523
img1157.jpg,0,0,301,19,335,19,34,646,497
img1157.jpg,1,58,304,100,337,42,33,1386,1125
img1157.jpg,2,200,305,264,340,64,35,2240,1746
img1157.jpg,3,352,311,431,347,79,36,2844,2337
img1157.jpg,4,504,316,597,351,93,35,3255,2276
img1157.jpg,5,720,311,783,354,63,43,2709,2499
img1167.jpg,0,0,300,16,335,16,35,560,433
img1167.jpg,1,97,301,175,338,78,37,2886,2402
img1167.jpg,2,252,311,344,340,92,29,2668,1761
img1167.jpg,3,469,313,543,351,74,38,2812,2480
img1167.jpg,4,664,313,735,354,71,41,2911,2310
img1167.jpg,5,750,313,800,355,50,42,2100,1814
